0.00224495	0.00224495	1	1	0	0	0	0	0	0
0.0035554	3.03549e-05	-8.73282e-05	-8.73282e-05	0	0	0	0	0	0
1.55091	-0.146995	2.20559	0.508247	1.55945	-0.138501	2.09897	0.0522228	2.19595	0.109339
1.60453	-0.133733	2.34989	0.50091	1.81209	0.0474826	2.09897	0.0522228	2.19595	0.109339
3.89175	-0.129203	2.23	-0.36814	3.89093	-0.134166	4.29136	0.215312	2.28434	0.226323
3.95938	-0.126448	2.39033	-0.365787	4.19528	0.218461	4.29136	0.215312	2.28434	0.226323
6.85743	0.40849	3.3635	1.15972	6.86352	0.416817	6.56942	0.496096	2.36382	0.348847
6.68504	0.391915	2.62335	0.99191	6.43926	0.472879	6.56942	0.496096	2.36382	0.348847
9.08025	0.600339	2.16895	-0.327913	9.07733	0.593211	8.92437	0.89924	2.43359	0.474526
9.09868	0.600735	2.42486	-0.317218	8.89749	0.886982	8.92437	0.89924	2.43359	0.474526
11.5746	1.6547	2.54626	1.97084	11.5756	1.6669	11.3468	1.427	2.49328	0.600781
11.5179	1.64419	2.3236	1.90583	11.4447	1.42958	11.3468	1.427	2.49328	0.600781
13.5956	2.32297	1.80098	-0.153839	13.5921	2.31191	13.827	2.07905	2.5429	0.724947
13.6846	2.33561	2.35163	-0.0448163	13.6572	1.99915	13.827	2.07905	2.5429	0.724947
16.638	2.89727	3.53814	0.993835	16.6456	2.903	16.3554	2.85243	2.58284	0.844365
16.4811	2.86883	2.85296	0.864257	16.282	2.84648	16.3554	2.85243	2.58284	0.844365
19.0145	3.70598	2.2362	0.804109	19.0106	3.70555	18.923	3.74161	2.61382	0.95648
19.0882	3.72108	2.38355	0.833947	19.363	3.87122	18.923	3.74161	2.61382	0.95648
21.3328	4.73058	2.12535	1.11987	21.3312	4.73205	21.5215	4.73855	2.63679	1.05891
21.4283	4.75252	2.48564	1.21532	21.6213	4.74762	21.5215	4.73855	2.63679	1.05891
24.077	5.57308	2.7758	0.564626	24.0787	5.56967	24.1437	5.83295	2.65286	1.14953
24.1874	5.59809	3.00779	0.617515	24.5601	5.92334	24.1437	5.83295	2.65286	1.14953
26.6117	6.95484	1.93179	1.81918	26.6052	6.96102	26.7833	7.01246	2.6632	1.22647
26.6689	6.97197	2.35839	1.96749	26.5419	6.90075	26.7833	7.01246	2.6632	1.22647
29.5805	8.09502	3.3612	0.588563	29.5864	8.08789	29.4352	8.26299	2.66893	1.28822
29.528	8.08105	3.08397	0.509185	29.4716	8.24519	29.4352	8.26299	2.66893	1.28822
31.9484	9.86922	1.90243	2.60925	31.9416	9.88017	32.0955	9.56901	2.67105	1.33358
31.9317	9.86447	2.00632	2.6599	31.7928	9.49891	32.0955	9.56901	2.67105	1.33358
34.6094	10.7146	3.14664	-0.335264	34.6157	10.6988	34.7608	10.9139	2.67035	1.3617
34.6929	10.7424	3.25465	-0.297281	35.0599	10.9953	34.7608	10.9139	2.67035	1.3617
37.1483	12.0743	1.85356	2.38283	37.1404	12.0883	37.4287	12.2803	2.66736	1.37209
37.2631	12.1137	2.24927	2.52471	37.4973	12.2943	37.4287	12.2803	2.66736	1.37209
40.3201	13.4764	3.69532	0.631391	40.3285	13.4666	40.0971	13.6505	2.66232	1.36459
40.1882	13.4326	3.15142	0.443822	39.9009	13.6243	40.0971	13.6505	2.66232	1.36459
42.7721	14.8213	2.14775	1.99063	42.7664	14.8294	42.7638	15.0065	2.65515	1.33938
42.7969	14.8309	2.41361	2.09391	42.5714	14.9817	42.7638	15.0065	2.65515	1.33938
45.3559	16.5556	2.65881	1.48287	45.3572	16.5524	45.4265	16.3307	2.64546	1.29701
45.402	16.5725	2.73569	1.51038	45.649	16.5213	45.4265	16.3307	2.64546	1.29701
48.1548	17.2907	2.69821	0.172247	48.1541	17.2835	48.0823	17.6063	2.6326	1.23832
48.1534	17.2896	2.78959	0.202231	47.9331	17.5349	48.0823	17.6063	2.6326	1.23832
50.6248	19.0581	2.32099	2.82183	50.6228	19.0721	50.7276	18.8172	2.61569	1.16454
50.5747	19.0389	2.12178	2.74029	50.5737	18.7834	50.7276	18.8172	2.61569	1.16454
53.7169	19.9142	3.8905	-0.325099	53.7268	19.8982	53.3577	19.9486	2.59372	1.07716
53.6023	19.8736	3.32428	-0.522806	53.5277	19.862	53.3577	19.9486	2.59372	1.07716
56.0407	21.0774	1.79407	2.31928	56.0322	21.0923	55.9669	20.9874	2.56561	0.978022
56.0308	21.0748	1.89288	2.36145	55.867	20.985	55.9669	20.9874	2.56561	0.978022
58.6564	21.7963	3.13649	-0.348621	58.6632	21.7821	58.5484	21.9225	2.53033	0.869205
58.6553	21.7959	3.13519	-0.34914	58.5799	21.9815	58.5484	21.9225	2.53033	0.869205
60.8815	22.7765	1.52605	1.81939	60.8722	22.7876	61.0941	22.7449	2.48697	0.753031
60.9225	22.7926	1.90932	1.96912	60.7648	22.6398	61.0941	22.7449	2.48697	0.753031
63.3772	23.4186	2.82391	-0.255253	63.3821	23.4069	63.5955	23.4479	2.43482	0.631987
63.4386	23.4445	2.83271	-0.244407	63.7478	23.7442	63.5955	23.4479	2.43482	0.631987
66.3386	23.9885	3.03126	1.09573	66.3403	23.9959	66.0431	24.0276	2.37349	0.508655
66.1698	23.9276	2.32101	0.849806	65.8838	23.9541	66.0431	24.0276	2.37349	0.508655
68.2652	24.3622	1.85525	0.128	68.262	24.3582	68.4273	24.4824	2.30293	0.385623
68.4085	24.4115	2.38032	0.30963	68.6759	24.6059	68.4273	24.4824	2.30293	0.385623
70.8269	24.8829	2.46675	0.586305	70.8275	24.8844	70.7384	24.8137	2.22347	0.265395
70.771	24.8639	2.23677	0.508468	70.7403	24.6728	70.7384	24.8137	2.22347	0.265395
72.8943	24.7196	1.96474	-0.60379	72.8923	24.7135	72.9675	25.025	2.13584	0.150292
72.9798	24.7475	2.28276	-0.502786	73.0732	25.0343	72.9675	25.025	2.13584	0.150292
75.0041	25.2505	1.87394	1.17258	75.0021	25.2595	75.1062	25.1224	2.04114	0.0423626
74.9806	25.2426	1.77731	1.13983	74.9748	25.1377	75.1062	25.1224	2.04114	0.0423626
77.1197	24.9424	2.34674	-1.25934	77.1225	24.9297	77.1475	25.1137	1.9408	-0.0566978
77.1135	24.9408	2.19948	-1.29993	77.1386	25.2948	77.1475	25.1137	1.9408	-0.0566978
79.1099	25.0245	1.92295	1.0149	79.1089	25.0369	79.0861	25.0086	1.83649	-0.145607
79.0738	25.0129	1.65766	0.933509	79.1718	24.9698	79.0861	25.0086	1.83649	-0.145607
80.8076	24.8784	1.71832	-0.859043	80.8074	24.8688	80.9183	24.8178	1.73008	-0.223536
80.8642	24.8967	1.81342	-0.827926	81.1423	24.8704	80.9183	24.8178	1.73008	-0.223536
82.6217	24.6342	1.75022	0.11935	82.6216	24.6393	82.6423	24.5525	1.6235	-0.29012
82.5829	24.6228	1.55164	0.0640465	82.5085	24.8114	82.6423	24.5525	1.6235	-0.29012
84.173	24.5516	1.61507	-0.160427	84.1733	24.5504	84.2584	24.2245	1.51869	-0.345444
84.1801	24.5537	1.61521	-0.160048	84.2898	24.3312	84.2584	24.2245	1.51869	-0.345444
85.6401	23.8134	1.27534	-1.14678	85.6378	23.808	85.7688	23.8451	1.41749	-0.390006
85.7252	23.8369	1.55714	-1.07349	85.9743	23.7547	85.7688	23.8451	1.41749	-0.390006
86.9482	23.5205	0.97125	0.173769	86.9449	23.527	87.1776	23.4252	1.32159	-0.424654
87.0586	23.5565	1.13548	0.229658	87.6171	23.5127	87.1776	23.4252	1.32159	-0.424654
88.8161	22.7953	2.25768	-1.38957	88.8227	22.7869	88.4904	22.9745	1.23248	-0.450514
88.6879	22.7625	1.73571	-1.50943	88.4191	22.9498	88.4904	22.9745	1.23248	-0.450514
89.5068	22.2995	0.047007	0.183673	89.4967	22.3082	89.7145	22.5017	1.15138	-0.468904
89.6342	22.3328	0.593181	0.316236	89.7821	22.4826	89.7145	22.5017	1.15138	-0.468904
90.5107	21.6762	1.07331	-1.29507	90.5133	21.6677	90.858	22.0141	1.07929	-0.481241
90.6018	21.6979	1.29812	-1.24291	90.8419	22.0974	90.858	22.0141	1.07929	-0.481241
91.7195	21.1095	0.992456	-0.158644	91.7178	21.1152	91.9302	21.5174	1.01698	-0.488964
91.7773	21.1229	0.999914	-0.153939	92.0492	21.5289	91.9302	21.5174	1.01698	-0.488964
92.8589	20.9538	1.15591	-0.174432	92.8599	20.9537	92.9411	21.016	0.964993	-0.493443
92.9072	20.9622	1.06491	-0.196872	93.3186	21.0712	92.9411	21.016	0.964993	-0.493443
93.4732	20.2207	0.0747377	-1.1369	93.4668	20.2155	93.9011	20.513	0.92369	-0.495919
93.6317	20.2534	0.805868	-0.992474	93.7423	20.5071	93.9011	20.513	0.92369	-0.495919
95.3121	19.6544	2.50899	-0.285562	95.3229	19.6585	94.8209	20.01	0.893308	-0.497439
95.0105	19.5893	1.23357	-0.536186	94.494	19.8854	94.8209	20.01	0.893308	-0.497439
95.5123	19.6932	-0.138317	0.493034	95.5039	19.6984	95.7116	19.5078	0.87398	-0.498816
95.6118	19.7141	0.43414	0.610843	95.6097	19.5804	95.7116	19.5078	0.87398	-0.498816
96.2622	19.1699	0.787242	-1.30653	96.2641	19.1597	96.5842	19.0065	0.865773	-0.500589
96.3214	19.1816	0.965942	-1.27249	96.559	18.8688	96.5842	19.0065	0.865773	-0.500589
97.5252	18.7196	1.46594	0.0929943	97.5286	18.727	97.45	18.506	0.868716	-0.503009
97.4439	18.7039	1.02747	0.0126716	97.5333	18.1735	97.45	18.506	0.868716	-0.503009
98.2138	18.3771	0.514466	-0.567109	98.2105	18.3739	98.3198	18.0049	0.882805	-0.506023
98.2754	18.3888	0.769975	-0.521398	98.4162	18.1556	98.3198	18.0049	0.882805	-0.506023
99.0367	17.3615	0.728163	-1.36581	99.0363	17.357	99.2049	17.503	0.908006	-0.509278
